timestamp,subj,ses,day,task,run,block_num,frequency_hz,image_name,event,onset_s,duration_s
2026-07-14 10:52:14.710039,S01,1,1,frequency_flashing,1,,,,experiment_start,1.3835,1.0
2026-07-14 10:52:15.719475,S01,1,1,frequency_flashing,1,,,,waiting_for_space,2.393,
2026-07-14 10:52:16.337389,S01,1,1,frequency_flashing,1,,,,space_pressed,3.0103,
2026-07-14 10:52:16.337389,S01,1,1,frequency_flashing,1,,,data\blank-white-screen.png,initial_fixation_onset,3.0104,5.0
2026-07-14 10:52:21.347603,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,frequency_announcement_onset,8.0204,2.0
2026-07-14 10:52:23.353798,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,frequency_announcement_offset,10.0255,
2026-07-14 10:52:23.353798,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,pre_flash_fixation_onset,10.0256,1.0
2026-07-14 10:52:24.354427,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,trigger_sent,11.0262,
2026-07-14 10:52:24.354427,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,flash_onset,11.0262,5.0
2026-07-14 10:52:29.355604,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,flash_offset,16.0265,
2026-07-14 10:52:29.355604,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,delay_onset,16.0267,5.0
2026-07-14 10:52:34.356921,S01,1,1,frequency_flashing,1,1,8,data\blank-white-screen.png,delay_offset,21.027,
2026-07-14 10:52:34.360922,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,frequency_announcement_onset,21.0311,2.0
2026-07-14 10:52:36.363057,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,frequency_announcement_offset,23.0329,
2026-07-14 10:52:36.363057,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,pre_flash_fixation_onset,23.033,1.0
2026-07-14 10:52:37.365033,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,trigger_sent,24.0349,
2026-07-14 10:52:37.365033,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,flash_onset,24.0349,5.0
2026-07-14 10:52:42.367837,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,flash_offset,29.0368,
2026-07-14 10:52:42.367837,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,delay_onset,29.037,5.0
2026-07-14 10:52:47.369618,S01,1,1,frequency_flashing,1,2,9,data\blank-white-screen.png,delay_offset,34.0378,
2026-07-14 10:52:47.374197,S01,1,1,frequency_flashing,1,3,10,data\blank-white-screen.png,frequency_announcement_onset,34.0425,2.0
2026-07-14 10:52:49.375294,S01,1,1,frequency_flashing,1,3,10,data\blank-white-screen.png,frequency_announcement_offset,36.0434,
2026-07-14 10:52:49.375294,S01,1,1,frequency_flashing,1,3,10,data\blank-white-screen.png,pre_flash_fixation_onset,36.0436,1.0
2026-07-14 10:52:50.378180,S01,1,1,frequency_flashing,1,3,10,data\blank-white-screen.png,trigger_sent,37.0461,
2026-07-14 10:52:50.378180,S01,1,1,frequency_flashing,1,3,10,data\blank-white-screen.png,flash_onset,37.0461,5.0
2026-07-14 10:52:55.379207,S01,1,1,frequency_flashing,1,3,10,data\blank-white-screen.png,flash_offset,42.0464,
2026-07-14 10:52:55.384212,S01,1,1,frequency_flashing,1,,,,experiment_end,42.0517,1.0
